-39, 0, 2, 1, FALSE
-13, 0, 0, 0, FALSE
20, 0, 3, 1, FALSE
1, 0, 1, 0, FALSE
-23, 0, 1, 2, FALSE
-26, 0, 3, 0, TRUE
-46, 0, 1, 0, FALSE
-5, 0, 5, 0, FALSE
11, 0, 1, 0, FALSE
-14, 0, 7, 0, TRUE
22, 0, 0, 4, TRUE
-31, 0, 9, 0, FALSE
-13, 0, 7, 0, TRUE
8, 0, 0, 2, TRUE
-12, 0, 1, 0, TRUE
43, 0, 1, 2, FALSE
133, 0, 0, 3, FALSE
-51, 0, 5, 2, FALSE
-30, 0, 1, 0, TRUE
-96, 0, 2, 1, FALSE
74, 0, 1, 1, FALSE
9, 0, 0, 0, FALSE
42, 0, 0, 3, FALSE
73, 0, 0, 4, FALSE
-45, 0, 0, 2, FALSE
23, 0, 5, 2, FALSE
-54, 0, 3, 2, FALSE
104, 0, 0, 1, FALSE
-10, 0, 4, 1, FALSE
-27, 0, 0, 1, FALSE
-63, 0, 6, 2, FALSE
-133, 0, 2, 0, FALSE
-28, 0, 0, 3, FALSE
-31, 0, 2, 0, FALSE
28, 0, 2, 1, FALSE
17, 0, 0, 2, FALSE
19, 0, 0, 1, FALSE
-101, 0, 1, 0, FALSE
-131, 0, 6, 0, FALSE
-60, 0, 0, 0, FALSE
75, 0, 0, 2, FALSE
164, 0, 1, 3, FALSE
-201, 0, 11, 0, FALSE
35, 0, 0, 1, FALSE
-109, 0, 1, 0, FALSE
14, 0, 0, 0, FALSE
39, 0, 0, 2, FALSE
-55, 0, 2, 2, FALSE
49, 0, 1, 1, FALSE
-56, 0, 1, 2, FALSE
-10, 0, 3, 2, TRUE
-62, 0, 1, 0, FALSE
58, 0, 0, 1, FALSE
-97, 0, 1, 0, FALSE
-102, 0, 2, 1, FALSE
40, 0, 2, 3, FALSE
14, 0, 2, 3, FALSE
-26, 0, 0, 1, FALSE
95, 0, 2, 1, FALSE
-116, 0, 1, 0, FALSE
-145, 0, 6, 0, FALSE
39, 0, 1, 4, TRUE
26, 0, 1, 4, TRUE
16, 0, 0, 2, TRUE
-21, 0, 2, 1, FALSE
17, 0, 0, 0, FALSE
38, 0, 1, 0, FALSE
-39, 0, 8, 0, FALSE
119, 0, 0, 5, FALSE
23, 0, 2, 2, FALSE
-77, 0, 2, 0, FALSE
59, 0, 2, 1, FALSE
75, 0, 1, 1, FALSE
24, 0, 2, 0, FALSE
57, 0, 1, 1, FALSE
27, 0, 0, 0, FALSE
101, 0, 1, 2, FALSE
32, 0, 0, 1, FALSE
-71, 0, 1, 0, FALSE
107, 0, 0, 2, FALSE
9, 0, 1, 0, TRUE
49, 0, 2, 1, FALSE
52, 0, 1, 0, FALSE
-39, 0, 3, 0, FALSE
34, 0, 0, 8, TRUE
55, 0, 0, 0, FALSE
-32, 0, 1, 0, TRUE
-17, 0, 1, 2, FALSE
-33, 0, 3, 1, TRUE
42, 0, 0, 0, FALSE
-15, 0, 3, 2, FALSE
57, 0, 0, 2, FALSE
7, 0, 1, 0, FALSE
32, 0, 1, 2, FALSE
94, 0, 1, 4, FALSE
-23, 0, 3, 1, FALSE
40, 0, 2, 4, FALSE
-7, 0, 4, 0, FALSE
9, 0, 2, 0, FALSE
22, 0, 1, 1, FALSE
11, 0, 4, 0, FALSE
-106, 0, 1, 0, FALSE
17, 0, 4, 1, FALSE
73, 0, 0, 2, FALSE
-38, 0, 1, 0, TRUE
-71, 0, 2, 1, FALSE
25, 0, 0, 3, FALSE
41, 0, 1, 0, FALSE
39, 0, 0, 2, FALSE
-15, 0, 1, 0, FALSE
9, 0, 0, 2, TRUE
-26, 0, 1, 0, FALSE
67, 0, 1, 1, FALSE
71, 0, 1, 1, FALSE
50, 0, 3, 1, FALSE
69, 0, 2, 1, FALSE
116, 0, 1, 1, FALSE
38, 0, 0, 2, FALSE
113, 0, 1, 2, FALSE
66, 0, 2, 2, FALSE
36, 0, 0, 3, FALSE
37, 0, 0, 0, FALSE
184, 0, 0, 5, FALSE
70, 0, 1, 3, FALSE
3, 0, 1, 0, FALSE
-85, 0, 3, 1, FALSE
23, 0, 0, 2, FALSE
-41, 0, 0, 4, FALSE
-117, 0, 6, 0, FALSE
-18, 0, 3, 1, FALSE
12, 0, 3, 0, FALSE
69, 0, 1, 1, FALSE
-28, 0, 2, 1, FALSE
65, 0, 3, 0, FALSE
-18, 0, 3, 1, FALSE
25, 0, 2, 1, TRUE
-17, 0, 2, 0, FALSE
26, 0, 2, 1, TRUE
6, 0, 0, 0, FALSE
-56, 181, 2, 0, FALSE
-56, 181, 2, 2, FALSE
